filenames,sampledates,size_fraction,who_extracted,temperature,solar,windspeed,winddir,salinity,nitrate_nitrite,ammonium,silicate,phosphate
SRR8175853_1,28-Jul-2015,<undefined>,<undefined>,19.8599957841873,172.545161290323,3.91044776119403,210.110447761194,31.4126326373283,0,0.2125,1.9975,0.337
SRR8175872_1,27-Apr-2015,<undefined>,<undefined>,7.94047854593602,131.931746031746,4.0968253968254,278.939682539683,32.0210429399506,0.0315,0.8435,1.9395,0.1565
SRR8175873_1,02-Apr-2015,<undefined>,<undefined>,2.39285347222222,235.956944444444,5.41805555555556,234.259722222222,31.6577880555556,0.111,1.03,1.795,0.171
SRR8175878_1,31-Oct-2014,<undefined>,<undefined>,15.5826492069893,13.15625,5.68125,159.103125,31.9856845111367,2.8565,3.3155,15.2,0.512
SRR8175879_1,16-Sep-2014,<undefined>,<undefined>,19.1284327720386,184.750704225352,3.13380281690141,155.261267605634,31.7583995943526,0,1.727,0.493,0.233
SRR8175880_1,26-Aug-2014,<undefined>,<undefined>,19.6115068211382,254.271830985915,1.98358208955224,176.655223880597,31.715196429878,0,2.018,7.015,0.263
SRR8175881_1,06-Aug-2014,<undefined>,<undefined>,19.4911126597709,233.3625,2.475,202.268055555556,NaN,0.277282685512368,NaN,NaN,0.212766784452297
SRR8175882_1,25-Mar-2015,<undefined>,<undefined>,0.882835750568387,285.902631578947,5.05263157894737,186.142105263158,31.698649825906,0,1.183,0.386,0.1815
SRR8175883_1,10-Mar-2015,<undefined>,<undefined>,-0.154585729166667,148.097222222222,3.15833333333333,184.440277777778,31.3146465625,0.0605,2.1245,0.3655,0.2285
SRR8175884_1,19-Dec-2014,<undefined>,<undefined>,7.18742663464216,36.3760563380282,2.33239436619718,314.274285714286,31.5932976907547,0.154,2.663,0.737,0.35
SRR8175885_1,11-Nov-2014,<undefined>,<undefined>,12.8190019097222,94.3555555555556,4.2,112.430555555556,31.9994126041667,2.4835,1.955,2.9155,0.4015
SRR8175851_1,20-Aug-2015,<undefined>,<undefined>,21.4648919791667,254.275,5.01388888888889,111.406944444444,31.3986,0,0.625,1.2605,0.3745
SRR8175854_1,27-Aug-2015,<undefined>,<undefined>,21.2550338742061,182.361538461538,3.99384615384615,281.192307692308,31.3818839054029,0,0.8995,3.9505,0.4255
SRR8175855_1,03-Sep-2015,<undefined>,<undefined>,20.4319911403509,213.704166666667,3.0125,219.772222222222,31.4317418567251,0,0.7525,6.038,0.3795
SRR8175856_1,28-Jul-2017,<undefined>,<undefined>,18.677094002451,136.860714285714,2.12321428571429,NaN,30.3917149240196,0,0.562,2.5425,0.2685
SRR8175857_1,02-Aug-2017,<undefined>,<undefined>,18.7950402422003,230.766666666667,3.18194444444444,NaN,30.6599604109444,0,0.9715,0.2775,0.2295
SRR8175858_1,26-Apr-2016,<undefined>,<undefined>,8.92543301844044,34.2833333333333,5.35416666666667,86.6583333333333,NaN,0.300604501607717,NaN,NaN,0.224090032154341
SRR8175859_1,10-Jun-2016,<undefined>,<undefined>,14.4780961769636,300.307692307692,5.14722222222222,204.279166666667,30.7138142540709,0,0.682,0,0.3
SRR8175860_1,15-Jun-2016,<undefined>,<undefined>,14.7674299538967,314.13125,4.75277777777778,286.575,30.7043585794282,0,0.55,0.3205,0.275
SRR8175861_1,28-Jun-2016,<undefined>,<undefined>,18.3020303059441,120.164705882353,4.88285714285714,199.425714285714,30.4838091025641,0,0.727,2.1895,0.301
SRR8175862_1,09-Aug-2016,<undefined>,<undefined>,NaN,284.751388888889,1.89027777777778,142.855555555556,NaN,0,0.629,0.0775,0.4055
SRR8175863_1,19-Aug-2016,<undefined>,<undefined>,NaN,260.025,2.27222222222222,168.731944444444,NaN,0,0.735,0.511,0.4205
SRR8175864_1,24-Aug-2016,<undefined>,<undefined>,NaN,254.597222222222,4.8625,265.973611111111,NaN,0,0,1.646,0.548
SRR8175865_1,07-Oct-2016,<undefined>,<undefined>,17.7224349935744,181.573611111111,1.76111111111111,199.443055555556,NaN,0,1.049,0.2885,0.5305
SRR8175866_1,27-Oct-2016,<undefined>,<undefined>,14.5312738090208,60.9986111111111,5.23194444444445,154.394444444444,NaN,0,0,1.646,0.548
SRR8175867_1,04-Nov-2016,<undefined>,<undefined>,14.0099011657941,121.426388888889,4.01111111111111,179.6875,NaN,0,0.3485,0,0.259
SRR8175868_1,19-Apr-2016,<undefined>,<undefined>,8.13494164542847,235.866666666667,4.60277777777778,136.977777777778,NaN,0,NaN,NaN,0.233
SRR8175869_1,14-Apr-2017,<undefined>,<undefined>,7.55356791666667,NaN,NaN,NaN,32.4567977083333,0.0325,0.4515,1.335,0.0425
SRR8175870_1,08-Oct-2015,<undefined>,<undefined>,16.183930952381,184.20447761194,3.65820895522388,194.637313432836,30.25885,1.54,2.7005,5.946,0.654
SRR8175871_1,18-Sep-2015,<undefined>,<undefined>,20.3037252083333,206.884722222222,2.98472222222222,215.191666666667,31.5341769444444,0.281,0.795,5.705,0.4075
SRR8175874_1,29-Jan-2016,<undefined>,<undefined>,3.07588642922019,41.0472222222222,2.98055555555556,227.4625,NaN,0,0.6885,0,0.3885
SRR8175875_1,14-Dec-2015,<undefined>,<undefined>,9.61247885416667,22.1708333333333,5.10138888888889,176.186111111111,31.8955963541667,0,1.278,0.63,0.482
SRR8175876_1,17-Mar-2016,<undefined>,<undefined>,5.8805251975389,158.223611111111,3.97777777777778,231.473611111111,NaN,0,0.736,0,0.228
SRR8175877_1,04-Mar-2016,<undefined>,<undefined>,3.89775837858372,37.8152777777778,6.42222222222222,61.625,NaN,0,0.977,1.122,0.241
SRR8175886_1,30-Mar-2016,<undefined>,<undefined>,6.70283645833333,245.423611111111,6.48611111111111,269.236111111111,31.4989835069444,0,1.0005,1.648,0.2165
SRR8175887_1,13-Apr-2017,<undefined>,<undefined>,7.03095108235361,NaN,NaN,NaN,NaN,0,0.271,0.187,0
SRR8175888_1,30-Mar-2017,<undefined>,<undefined>,3.69391216498464,237.075352112676,3.325,105.204166666667,NaN,0,0.5495,1.129,0.1305
SRR8175889_1,22-Feb-2017,<undefined>,<undefined>,3.19689202900647,108.829710144928,3.82309523809524,244.726666666667,NaN,0.0755,0.644,6.5845,0.2145
SRR8175890_1,14-Dec-2016,<undefined>,<undefined>,7.08716480652789,111.217948717949,3.58461538461538,141.858974358974,NaN,0.1965,0.765,0.805,0.318
SRR8175891_1,28-Nov-2016,<undefined>,<undefined>,10.1149717635283,97.0166666666667,3.31805555555556,293.166666666667,NaN,0.522,1.2745,1.9485,0.531
SRR8175892_1,19-Nov-2016,<undefined>,<undefined>,12.1991594907073,28.6111111111111,3.69652777777778,69.0722222222222,NaN,0.274,1.132,1.0645,0.476
SRR8175893_1,09-Nov-2016,<undefined>,<undefined>,13.0000691725055,63.6958333333333,2.97916666666667,232.876388888889,NaN,0,0,0.3405,0.3265
SRR8175894_1,26-Jun-2017,<undefined>,<undefined>,16.5366072197575,297.507352941176,2.83731343283582,NaN,30.3188445045844,0,1.7475,2.7955,0.138
SRR8175895_1,30-May-2017,<undefined>,<undefined>,12.5009314930556,181.668055555556,2.99027777777778,94.425,30.9477984027778,0,0,1.223,0.0665
SRR8175896_1,18-Nov-2015,<undefined>,<undefined>,12.4030258164938,110.661111111111,1.63661971830986,127.849275362319,31.4410693038319,0.8875,2.535,3.573,0.5015
SRR8175897_1,27-Oct-2015,<undefined>,<undefined>,13.9913941471577,130.619718309859,1.26,102.750724637681,30.5001425579574,0.541,1.0925,1.948,0.4505
TH01_S1_L001_R1_001,02-Aug-2019,<undefined>,<undefined>,20.2793412323446,NaN,3.51264583333333,192.271416666667,30.9931869861978,0,1.396,1.721,0.3095
TH02_S2_L001_R1_001,16-Sep-2019,<undefined>,<undefined>,19.2145763798309,NaN,3.329375,157.094194444444,31.2097026358696,0,0.1335,0.12,0.3435
TH03_S3_L001_R1_001,25-Oct-2019,<undefined>,<undefined>,14.7718334770115,NaN,4.75634722222222,246.466277777778,30.6884917273308,1.478,0.8115,10.144,0.475
TH04_S4_L001_R1_001,14-Nov-2019,<undefined>,<undefined>,11.3454470138889,NaN,6.64104861111111,199.101416666667,30.9634555902778,1.6045,0.4885,7.0905,0.468
TH05_S5_L001_R1_001,21-Nov-2019,<undefined>,<undefined>,8.9371490625,NaN,5.98620138888889,241.374826388889,30.5881980208333,0.0285,0.2105,0.2065,0.248
TH06_S6_L001_R1_001,15-Jan-2020,<undefined>,<undefined>,5.37947461805556,NaN,4.17,249.806666666667,31.2050085069444,0,0.0495,0.0445,0.0935
TH07_S7_L001_R1_001,02-Feb-2020,<undefined>,<undefined>,4.01052899305555,NaN,5.64722222222222,289.625,31.2302898611111,0.281283422459893,NaN,NaN,0.246478609625668
TH09_S9_L001_R1_001,28-May-2020,<undefined>,<undefined>,13.4615213194444,NaN,8.07013888888889,194.747916666667,31.0628955208333,0,0.1285,0.1495,0.132
TH10_S10_L001_R1_001,01-Jun-2020,<undefined>,<undefined>,13.8031470206623,NaN,7.85307692307692,266.709230769231,31.3113555854308,0,0.2225,0.1525,0.141
TH11_S11_L001_R1_001,29-Jun-2020,<undefined>,<undefined>,18.1084508333333,NaN,4.17847222222222,128.240972222222,31.5947300694444,1.574,0.4685,19.6895,0.4195
TH12_S12_L001_R1_001,28-Jul-2020,<undefined>,<undefined>,19.7740447569444,NaN,6.69930555555556,238.38125,31.5777201388889,0.286634920634921,NaN,NaN,0.247216931216931
TH13_S13_L001_R1_001,12-Aug-2020,<undefined>,<undefined>,22.0760542361111,NaN,6.7225352112676,213.275352112676,31.4555788194444,0,0.511,5.152,0.396
TH14_S14_L001_R1_001,21-Aug-2020,<undefined>,<undefined>,20.5783280593513,NaN,7.48253968253968,226.609523809524,31.3912992377502,0,0.4215,0.2375,0.1565
TH15_S15_L001_R1_001,24-Sep-2020,<undefined>,<undefined>,17.4212413971867,NaN,5.64516129032258,261.512903225806,31.0539040977444,0,0.4265,0.9535,0.447
TH16_S16_L001_R1_001,15-Oct-2020,<undefined>,<undefined>,16.4664832986111,NaN,7.53472222222222,186.074305555556,30.9794262152778,0,0.417,1.473,0.462
A1_MV385C_s_S1_L001_R1_001,21-Aug-2017,NA,Kristen,19.292538053417,205.230555555556,2.34236111111111,NaN,30.7657433771473,0,1.2505,4.9405,0.273
A2_MV417A_S9_L001_R1_001,10-Jun-2019,NA,Bethany,NaN,NaN,7.120875,122.190409722222,NaN,0,1.0395,0.5395,0.107
A3_MV396C_s_S17_L001_R1_001,21-Jun-2018,NA,Kristen,16.5025485086305,192.395833333333,3.54027777777778,169.25,31.356804863393,0.0285,0,7.4005,0.2225
A4_MV448A_S25_L001_R1_001,29-Sep-2021,NA,Bethany,19.9081091650914,NaN,6.19921875,336.19609375,30.8283457214871,0,NaN,NaN,0.4305
A5_MV410A_S33_L001_R1_001,20-Feb-2019,NA,Bethany,NaN,NaN,4.45397916666667,236.907909722222,NaN,0.2265,0,2.5495,0.401
A6_MV391C_s_S41_L001_R1_001,27-Feb-2018,NA,Kristen,4.41761993055556,174.301388888889,4.67361111111111,229.794444444444,31.5975240277778,0,0,0.8265,0.1295
A7_MV442A_S49_L001_R1_001,15-Jul-2021,NA,Bethany,19.3918726587302,NaN,NaN,NaN,31.7980712619048,0,NaN,NaN,0.1115
A8_MV443_lt8_S57_L001_R1_001,29-Jul-2021,8_um,Bethany,19.8167177091068,NaN,6.55948275862069,169.754310344828,31.8677261367366,0,NaN,NaN,0.184
B1_MV394B_S2_L001_R1_001,23-May-2018,NA,Bethany,12.3400026041667,254.525,3.66666666666667,209.701388888889,31.1540813541667,0.1935,0,4.4455,0.2375
B2_MV445A_S10_L001_R1_001,16-Aug-2021,NA,Bethany,21.0267998681733,NaN,2.54464285714286,182.601785714286,31.5528527773498,0,NaN,NaN,0.1825
B3_MV406A_S18_L001_R1_001,05-Dec-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0.1105,0.0155,0.63,0.41
B4_MV388C_s_S26_L001_R1_001,15-Nov-2017,NA,Kristen,11.9930320486111,65.9142857142857,4.6625,37.3571428571429,31.2549115972222,0.3065,1.041,0.835,0.373
B5_MV440A_S34_L001_R1_001,14-May-2021,NA,Bethany,12.0762560574713,NaN,5.6635593220339,218.394915254237,30.9789517399425,0,NaN,NaN,0.0625
B6_MV399C_s_S42_L001_R1_001,28-Aug-2018,NA,Kristen,20.9515383333333,230.572222222222,4.03194444444444,237.080555555556,31.4842829513889,0,0.339,8.255,0.5455
B7_MV393C_s_S50_L001_R1_001,11-Apr-2018,NA,Kristen,5.17110354166667,248.902777777778,3.45416666666667,204.9,31.3913126041667,0.0345,0,2.2525,0.155
C1_MV403A_S3_L001_R1_001,08-Oct-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0,0.1055,1.219,0.5285
C2_MV386C_s_S11_L001_R1_001,01-Sep-2017,NA,Kristen,18.8043273863636,173.540322580645,2.94516129032258,NaN,30.6244216287879,0,1.6825,0.571,0.1915
C3_MV436A_S19_L001_R1_001,11-Dec-2020,NA,Bethany,9.40334163194445,NaN,5.975,243.305555555556,32.2810627430556,1.265,NaN,NaN,0.229
C4_MV397C_s_S27_L001_R1_001,02-Jul-2018,NA,Kristen,17.0023283300395,236.953846153846,2.44722222222222,119.293055555556,31.5876472870004,0.1665,0.044,4.2965,0.1925
C5_MV450A_S35_L001_R1_001,08-Nov-2021,NA,Bethany,NaN,NaN,7.21056338028169,99.7302816901409,NaN,0,NaN,NaN,0.2365
C6_MV412A_S43_L001_R1_001,20-Mar-2019,NA,Bethany,NaN,NaN,4.89679861111111,213.220680555556,NaN,0.265934426229508,NaN,NaN,0.244226775956284
C7_MV401A_S51_L001_R1_001,17-Sep-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0,0.592,3.2225,0.627
D1_MV416A_S4_L001_R1_001,07-May-2019,NA,Bethany,NaN,NaN,4.90546666666667,196.63755,NaN,0,1.157,0.752,0.261
D2_MV395B_S12_L001_R1_001,08-Jun-2018,NA,Bethany,14.9305772916667,262.9375,4.92083333333333,228.3125,30.8187865625,0.121,0.0375,2.502,0.185
D3_MV447A_lt8_S20_L001_R1_001,14-Sep-2021,8_um,Bethany,20.5500246061127,NaN,5.28396226415094,167.329245283019,31.2590172390723,0,NaN,NaN,0.1785
D4_MV408A_S28_L001_R1_001,18-Jan-2019,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0.099,0.0545,3.2185,0.426
D5_MV390C_s_S36_L001_R1_001,22-Jan-2018,NA,Kristen,1.6851413547283,4.80338983050847,3.50847457627119,133.698305084746,NaN,0,0.7985,0.1375,0.376
D6_MV441A_lt8_S44_L001_R1_001,30-Jun-2021,8_um,Bethany,19.4786265146751,NaN,7.68515625,228.80234375,31.8064349331761,0,NaN,NaN,0.1155
D7_MV414A_S52_L001_R1_001,25-Apr-2019,NA,Bethany,NaN,NaN,4.18909722222222,192.093291666667,NaN,0.265934426229508,NaN,NaN,0.244226775956284
E1_MV444A_S5_L001_R1_001,13-Aug-2021,NA,Bethany,21.4397903472222,NaN,5.15774647887324,220.637323943662,31.5187797222222,0,NaN,NaN,0.3145
E2_MV405A_S13_L001_R1_001,20-Nov-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0.3285,0.3205,2.558,0.4415
E3_MV387A_S21_L001_R1_001,17-Oct-2017,NA,Bethany,16.7481706199236,125.314925373134,4.87611940298508,247.85223880597,31.1609450241546,0,1.576,1.0915,0.31
E4_MV439A_S29_L001_R1_001,13-May-2021,NA,Bethany,11.8381547619048,NaN,4.46769230769231,235.768461538462,31.3337211574074,0.2325,NaN,NaN,0.2665
E5_MV398C_s_S37_L001_R1_001,10-Aug-2018,NA,Kristen,21.3607467082008,260.720833333333,3.00555555555556,224.479166666667,31.5006865924355,0.0235,0,8.6635,0.329
E6_MV452A_S45_L001_R1_001,20-Dec-2021,NA,Bethany,8.67678086805556,NaN,6.40774647887324,NaN,31.9971500694444,0,NaN,NaN,0.3445
E7_MV443A_S53_L001_R1_001,29-Jul-2021,NA,Bethany,19.8167177091068,NaN,6.55948275862069,169.754310344828,31.8677261367366,0,NaN,NaN,0.184
F1_MV385A_S6_L001_R1_001,21-Aug-2017,NA,Bethany,19.292538053417,205.230555555556,2.34236111111111,NaN,30.7657433771473,0,1.2505,4.9405,0.273
F2_MV435A_S14_L001_R1_001,19-Nov-2020,NA,Bethany,12.1095210416667,NaN,9.30220588235294,229.216176470588,31.7314036805556,0.0665,1.4155,1.772,0.566
F3_MV396B_S22_L001_R1_001,21-Jun-2018,NA,Bethany,16.5025485086305,192.395833333333,3.54027777777778,169.25,31.356804863393,0.0285,0,7.4005,0.2225
F4_MV449A_S30_L001_R1_001,04-Nov-2021,NA,Bethany,14.2098433962012,NaN,5.032,213.662,30.9285904868914,0,NaN,NaN,0.255
F5_MV411A_S38_L001_R1_001,09-Mar-2019,NA,Bethany,NaN,NaN,4.37216666666667,188.5964375,NaN,0.265934426229508,NaN,NaN,0.244226775956284
F6_MV392C_s_S46_L001_R1_001,24-Mar-2018,NA,Kristen,3.50144536616162,169.697222222222,3.72152777777778,187.527083333333,31.4287008964646,0,0,1.6095,0.111
F7_MV394B_s_S54_L001_R1_001,23-May-2018,NA,Kristen,12.3400026041667,254.525,3.66666666666667,209.701388888889,31.1540813541667,0.1935,0,4.4455,0.2375
G1_MV395C_s_S7_L001_R1_001,08-Jun-2018,NA,Kristen,14.9305772916667,262.9375,4.92083333333333,228.3125,30.8187865625,0.121,0.0375,2.502,0.185
G2_MV447A_S15_L001_R1_001,14-Sep-2021,NA,Bethany,20.5500246061127,NaN,5.28396226415094,167.329245283019,31.2590172390723,0,NaN,NaN,0.1785
G3_MV407A_S23_L001_R1_001,20-Dec-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0.0705,0,4.1285,0.414
G4_MV389C_s_S31_L001_R1_001,04-Dec-2017,NA,Kristen,9.78261557909437,75.4347222222222,3.10416666666667,150.418055555556,NaN,1.0075,0.966,0.208,0.442
G5_MV441A_S39_L001_R1_001,30-Jun-2021,NA,Bethany,19.4786265146751,NaN,7.68515625,228.80234375,31.8064349331761,0,NaN,NaN,0.1155
G6_MV400C_s_S47_L001_R1_001,05-Sep-2018,NA,Kristen,20.7137858671842,155.258823529412,1.94705882352941,134.226470588235,NaN,0,0.375,3.963,0.573
G7_MV402A_S55_L001_R1_001,20-Sep-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0,1.4525,2.4735,0.434
H1_MV404A_S8_L001_R1_001,31-Oct-2018,NA,Bethany,NaN,NaN,NaN,NaN,NaN,0,0.4985,3.6195,0.569
H2_MV387C_s_S16_L001_R1_001,17-Oct-2017,NA,Kristen,16.7481706199236,125.314925373134,4.87611940298508,247.85223880597,31.1609450241546,0,1.576,1.0915,0.31
H3_MV438A_S24_L001_R1_001,20-Apr-2021,NA,Bethany,8.51589187795576,NaN,8.11730769230769,223.244230769231,31.4125673188406,0.026,NaN,NaN,0.178
H4_MV397B_S32_L001_R1_001,02-Jul-2018,NA,Bethany,17.0023283300395,236.953846153846,2.44722222222222,119.293055555556,31.5876472870004,0.1665,0.044,4.2965,0.1925
H5_MV451A_S40_L001_R1_001,08-Dec-2021,NA,Bethany,9.26129786966196,NaN,5.67265625,NaN,31.7970084812231,0,NaN,NaN,0.316
H6_MV413A_S48_L001_R1_001,02-Apr-2019,NA,Bethany,NaN,NaN,6.04439583333333,159.670159722222,NaN,0.265934426229508,NaN,NaN,0.244226775956284
H7_MV415A_S56_L001_R1_001,01-May-2019,NA,Bethany,NaN,NaN,3.70165972222222,189.273472222222,NaN,0.0565,1.147,3.2175,0.243
